listing_id,city,neighbourhood,latitude,longitude,price,room_type,property_type,minimum_nights,number_of_reviews,review_scores_rating,host_id,high_demand
16955,Paris,Chinatown,51.42288772310454,4.229317174029376,123,Hotel room,Condominium,22,891,50,host_667,0
16956,London,Chinatown,39.861082806503255,7.310621417543786,458,Entire home/apt,Condominium,11,12,51,host_1455,1
16957,Toronto,Beachside,51.79952789410456,-41.09029178962162,32,Entire home/apt,Townhouse,16,528,86,host_1114,0
16958,San Francisco,Old Town,47.54153608416547,5.168278843375873,499,Private room,Apartment,17,355,83,host_49,1
16959,Tokyo,Downtown,34.022210189688664,-59.34907916744403,558,Private room,Bed & Breakfast,22,214,50,host_1645,0
16960,Berlin,Financial District,42.73489196412271,137.7023845575436,959,Private room,Bed & Breakfast,10,451,72,host_433,1
16961,Berlin,Uptown,49.01381146703363,-51.5501743314462,169,Entire home/apt,Townhouse,4,993,68,host_235,1
16962,San Francisco,Downtown,43.609756861933725,130.49801570063087,878,Private room,Bed & Breakfast,23,498,97,host_1053,0
16963,Berlin,Old Town,43.899293958004236,10.23670402171416,482,Private room,Townhouse,18,518,95,host_228,0
16964,New York,Chinatown,42.058593213516104,-3.775962763996631,815,Entire home/apt,Loft,25,974,73,host_1381,0
16965,Tokyo,Old Town,41.110699650924666,97.05076813240433,802,Hotel room,Condominium,18,988,57,host_1576,1
16966,San Francisco,Historic District,34.493141641087014,12.020766427020902,152,Entire home/apt,Loft,27,151,68,host_583,1
16967,London,Downtown,45.19119510110769,-50.60182885532372,296,Entire home/apt,Townhouse,20,219,90,host_249,0
16968,Tokyo,Financial District,47.80107405614546,-4.338586252840599,996,Private room,Loft,2,479,96,host_270,0
16969,San Francisco,Old Town,48.22320117587547,-3.098851239198922,34,Shared room,Bed & Breakfast,4,493,95,host_121,1
16970,Paris,Uptown,45.24345051720669,-42.82972513246068,739,Entire home/apt,Loft,4,741,78,host_1109,0
16971,Toronto,Old Town,40.142990493562046,-8.391747812526688,885,Entire home/apt,Loft,5,100,90,host_397,0
16972,London,Historic District,34.40697403267415,-90.9681247178585,703,Entire home/apt,Bed & Breakfast,1,777,79,host_868,0
16973,Toronto,Suburb,50.12403185062832,134.54357312957364,638,Entire home/apt,Townhouse,19,650,89,host_547,1
16974,Paris,Old Town,41.7228319307933,51.99522596851182,770,Private room,Bed & Breakfast,18,535,71,host_1593,1
16975,Tokyo,Downtown,44.82115807595338,-70.87304106745607,40,Shared room,House,25,34,94,host_1160,0
16976,London,Suburb,37.502009353258394,93.08928457309716,323,Entire home/apt,Condominium,8,936,52,host_879,0
16977,Toronto,Historic District,36.55520292266606,-50.748322981646126,302,Entire home/apt,Townhouse,25,310,91,host_816,1
16978,Berlin,Chinatown,35.56271883054252,39.97290958049166,251,Entire home/apt,Bed & Breakfast,20,141,81,host_577,1
16979,Toronto,Downtown,48.37777369393099,127.46504359171342,641,Entire home/apt,Bed & Breakfast,9,193,61,host_615,1
16980,San Francisco,Historic District,45.63629283890456,86.4500404098209,497,Entire home/apt,Condominium,16,397,75,host_1590,0
16981,Tokyo,Beachside,45.18086666108531,-90.44265094329815,399,Private room,House,15,452,57,host_775,0
16982,New York,Uptown,50.54915945837165,26.097238454447705,159,Private room,Condominium,6,74,74,host_1218,0
16983,Toronto,Old Town,36.856820305951345,70.60980083869774,398,Entire home/apt,Condominium,3,652,89,host_670,0
16984,London,Old Town,37.06484833260891,-68.44475851994925,536,Entire home/apt,Townhouse,21,241,96,host_175,0
16985,London,Downtown,37.410444691618125,-96.35078289614623,716,Private room,Loft,19,384,55,host_1715,1
16986,Sydney,Old Town,41.620649744775214,-83.29337493250728,938,Private room,Apartment,6,444,91,host_1409,0
16987,Toronto,Old Town,49.735991230214836,140.88415819723207,767,Entire home/apt,House,28,143,83,host_938,0
16988,Tokyo,Chinatown,49.86653426908434,108.38866738351737,154,Entire home/apt,House,12,670,86,host_1578,0
16989,Tokyo,Historic District,44.63057925766433,111.93361912241664,895,Private room,Townhouse,27,641,90,host_1497,1
16990,Paris,Old Town,45.84657216154219,-56.284782325643405,197,Shared room,Apartment,3,872,74,host_1411,0
16991,Sydney,Old Town,50.15972218506663,29.515493100521724,334,Shared room,House,15,687,63,host_789,0
16992,Toronto,Chinatown,45.23594119834655,10.082096215573927,521,Entire home/apt,Bed & Breakfast,13,110,57,host_1789,1
16993,Berlin,Historic District,38.13639420103579,105.43420020298021,109,Entire home/apt,Apartment,3,188,94,host_1073,0
16994,Paris,Beachside,46.68845322996771,-8.020470745605849,484,Entire home/apt,Condominium,7,889,86,host_610,0
16995,Sydney,Old Town,47.85803393405018,23.920611227201448,407,Entire home/apt,House,20,724,78,host_1021,0
16996,Toronto,Beachside,45.43620321786689,35.79908705352469,942,Private room,Loft,21,580,99,host_516,0
16997,Toronto,Historic District,38.92425034196183,-21.87844155771208,900,Private room,Loft,15,624,70,host_119,0
16998,Paris,Chinatown,41.19852129268372,-114.667228297868,431,Hotel room,Apartment,14,645,57,host_315,0
16999,Berlin,Uptown,42.470663337641334,12.18963144164482,939,Entire home/apt,Bed & Breakfast,14,514,77,host_1434,0
17000,Sydney,Historic District,36.61537152677884,11.648607991427525,713,Entire home/apt,Loft,18,577,65,host_1400,0
17001,Toronto,Historic District,42.14001858027973,-112.76629787342007,351,Entire home/apt,Apartment,20,838,62,host_1135,0
17002,Toronto,Old Town,36.901553619925615,9.727975448524319,937,Private room,Condominium,25,648,91,host_725,1
17003,Sydney,Historic District,42.9901313933114,16.56442703316523,619,Private room,Loft,26,833,82,host_1973,0
17004,New York,Downtown,34.91459365395015,-87.02257455179966,347,Private room,House,2,169,51,host_511,0
17005,Paris,Suburb,51.07356685530165,-84.4010159027534,169,Private room,Loft,14,481,85,host_1314,1
17006,Paris,Uptown,38.43420755685743,133.54545155636157,253,Shared room,Apartment,5,763,78,host_1282,1
17007,London,Old Town,42.40625757743696,-71.64477212206565,346,Entire home/apt,Loft,16,508,95,host_249,0
17008,Berlin,Downtown,34.589539177582445,-38.16682267762086,877,Private room,Townhouse,15,793,55,host_338,1
17009,San Francisco,Suburb,37.46898739959457,-42.14004350179748,561,Private room,Loft,16,278,80,host_275,0
17010,New York,Chinatown,46.47840985300439,56.8339214532638,580,Entire home/apt,Condominium,21,908,53,host_1479,0
17011,Sydney,Old Town,36.01241085650009,52.54003003506452,562,Entire home/apt,Condominium,22,511,60,host_1859,1
17012,Sydney,Financial District,45.306684897354,126.99903442487354,469,Entire home/apt,House,16,290,60,host_241,1
17013,Sydney,Beachside,34.037240045818116,-13.235023027745484,300,Entire home/apt,Townhouse,25,461,77,host_226,0
17014,New York,Beachside,42.37016786432194,90.5195332862547,905,Entire home/apt,Bed & Breakfast,5,337,95,host_748,1
17015,Toronto,Chinatown,46.98418553301918,-20.208324161387097,112,Shared room,House,15,887,85,host_751,0
17016,Sydney,Uptown,50.67327153244716,-57.987705622315744,151,Entire home/apt,Apartment,9,964,93,host_1104,0
17017,Sydney,Beachside,42.871051169663446,121.10123355860907,890,Entire home/apt,Apartment,5,448,77,host_69,0
17018,Berlin,Suburb,49.12958445529528,9.007027095650272,558,Hotel room,Townhouse,15,588,94,host_1082,0
17019,Tokyo,Beachside,48.446644384989824,-16.609489418578903,998,Shared room,Loft,8,406,98,host_1806,0
17020,Tokyo,Financial District,39.32387398721518,125.04833337760425,194,Private room,Loft,8,151,78,host_1420,1
17021,London,Financial District,49.74520523041022,134.3371544624605,162,Hotel room,House,23,510,84,host_363,1
17022,London,Suburb,45.52509363656661,0.1428663344119201,336,Entire home/apt,Bed & Breakfast,1,47,71,host_241,0
17023,Sydney,Beachside,35.875323665554475,-118.58846405297014,224,Entire home/apt,Townhouse,4,679,69,host_1106,1
17024,Berlin,Chinatown,50.904030338725846,-115.07287270346865,422,Entire home/apt,House,11,15,97,host_702,1
17025,Sydney,Chinatown,37.180181347609434,43.48418778368381,552,Private room,Bed & Breakfast,25,850,90,host_166,0
17026,London,Beachside,42.46649705133329,110.30564009166488,448,Entire home/apt,Townhouse,1,126,69,host_590,0
17027,New York,Financial District,42.3945769398118,116.69044435389677,844,Entire home/apt,Bed & Breakfast,27,656,69,host_55,1
17028,New York,Uptown,45.25425921653627,123.8156961609416,490,Entire home/apt,Apartment,21,438,68,host_541,0
17029,Toronto,Historic District,45.96922178221259,98.06664746404067,495,Entire home/apt,Townhouse,2,989,52,host_1549,1
17030,San Francisco,Downtown,38.19234093349726,115.86864859697235,173,Entire home/apt,Apartment,1,296,61,host_210,0
17031,Tokyo,Financial District,40.343964793317426,107.45200867804363,991,Private room,House,22,369,70,host_1140,0
17032,Berlin,Beachside,36.60262368335354,107.05122187794453,35,Entire home/apt,House,2,273,94,host_1383,0
17033,Paris,Financial District,36.268283212891994,-33.94626449913723,178,Hotel room,Apartment,29,218,100,host_1401,1
17034,Tokyo,Historic District,48.85121239438761,-15.732398374297787,253,Private room,Condominium,12,87,68,host_213,0
17035,Paris,Financial District,47.51298412588752,-36.81018577423767,261,Entire home/apt,House,21,744,67,host_703,1
17036,San Francisco,Old Town,41.9683027593192,-81.4927648140553,116,Private room,Apartment,5,893,79,host_668,0
17037,San Francisco,Downtown,35.72636710917269,-32.683020464151014,903,Entire home/apt,Apartment,29,979,56,host_1339,1
17038,Sydney,Financial District,42.09859138065916,125.53550355877576,31,Entire home/apt,Apartment,7,516,65,host_1628,1
17039,London,Beachside,39.30020248740643,143.04713949294376,626,Entire home/apt,Apartment,25,786,99,host_556,0
17040,San Francisco,Financial District,48.002545967695205,-82.6175691088769,847,Private room,Loft,4,136,55,host_851,1
17041,San Francisco,Suburb,35.73950801998151,58.055968256189146,951,Entire home/apt,Condominium,9,58,63,host_1075,1
17042,Paris,Old Town,42.12463396741103,141.91310430082837,457,Private room,Loft,4,462,89,host_1702,1
17043,London,Historic District,44.644966785338326,-67.16543529027535,131,Entire home/apt,Loft,4,543,90,host_1161,0
17044,San Francisco,Uptown,51.743054557834995,107.01197554966839,958,Entire home/apt,House,26,5,76,host_1988,0
17045,Tokyo,Downtown,35.61294636145731,-42.467315138772165,810,Entire home/apt,Townhouse,6,587,100,host_1433,1
17046,Toronto,Downtown,36.05128849900539,-11.158108488422698,545,Entire home/apt,Loft,8,185,58,host_1431,0
17047,San Francisco,Old Town,51.78488488389702,127.96902610969127,786,Entire home/apt,Townhouse,7,313,87,host_590,1
17048,Toronto,Uptown,41.301252780332256,-108.01958774619669,326,Entire home/apt,Bed & Breakfast,6,268,87,host_1660,1
17049,London,Financial District,47.38685752956661,-0.6540696991699804,129,Private room,House,4,838,82,host_445,1
17050,Sydney,Beachside,48.10255688483705,15.07151290854793,762,Private room,Townhouse,5,827,51,host_598,1
17051,Berlin,Uptown,39.662069365832444,123.75961805663493,847,Private room,House,5,317,63,host_191,1
17052,London,Beachside,37.85740372494161,33.789855449818106,158,Entire home/apt,Townhouse,1,704,53,host_1657,1
17053,Paris,Downtown,38.96964160094902,135.89832401819103,244,Entire home/apt,Loft,26,738,71,host_1706,1
17054,Berlin,Financial District,47.75908165068667,-36.58333661007826,508,Entire home/apt,House,17,466,50,host_1598,1
17055,Tokyo,Beachside,49.12863011845536,11.75432960053584,721,Private room,Apartment,7,412,67,host_1705,0
17056,New York,Downtown,46.59108886908335,-117.75363874550258,109,Private room,Loft,22,530,68,host_1246,0
17057,Toronto,Chinatown,41.942096254759925,147.91550983591276,539,Entire home/apt,Townhouse,21,930,64,host_1560,0
17058,Toronto,Old Town,38.7261422216534,-59.84695701881539,770,Entire home/apt,Condominium,25,495,78,host_1271,0
17059,Toronto,Financial District,41.65448276489429,131.4237325661775,521,Entire home/apt,Loft,19,892,77,host_1728,0
17060,London,Uptown,50.46147915332642,-13.937469264015462,580,Shared room,Condominium,13,728,55,host_1397,0
17061,Toronto,Suburb,49.53751975162589,-78.56927326284836,996,Entire home/apt,Townhouse,24,221,53,host_1796,1
17062,Sydney,Old Town,39.820771733548426,-8.535833612850524,478,Hotel room,House,11,243,60,host_144,0
17063,Toronto,Historic District,39.90293468926677,-34.898244206721614,445,Shared room,House,10,159,92,host_1671,0
17064,Paris,Beachside,48.03953289602076,137.7479326389739,188,Entire home/apt,Townhouse,19,48,86,host_1464,1
17065,Tokyo,Chinatown,41.67833294652138,88.0675330093886,343,Entire home/apt,House,24,62,79,host_1165,0
17066,Toronto,Old Town,44.3090105529039,-66.95538094681874,658,Entire home/apt,House,9,658,64,host_642,0
17067,Toronto,Downtown,41.601719326544234,24.53033942287618,148,Private room,Apartment,19,54,77,host_980,1
17068,Berlin,Old Town,38.362098757054525,60.231137607069996,197,Private room,House,8,99,70,host_1277,1
17069,Tokyo,Financial District,37.3993678394031,35.3161159584113,479,Entire home/apt,Apartment,27,34,77,host_583,0
17070,Toronto,Beachside,36.51175094980714,128.09213707585423,488,Entire home/apt,Condominium,20,819,79,host_1576,1
17071,London,Old Town,34.20561004799941,-92.92930025633505,127,Private room,Apartment,27,364,91,host_1228,0
17072,San Francisco,Financial District,39.05109622066905,-112.87973933322856,912,Entire home/apt,House,29,628,63,host_835,1
17073,Sydney,Old Town,37.08535462559742,44.28147587873471,412,Shared room,House,17,612,86,host_719,0
17074,London,Beachside,38.64310768051913,80.9624665680114,284,Private room,Loft,25,611,73,host_1873,0
17075,New York,Suburb,35.36447217099706,98.60404058241741,658,Entire home/apt,Townhouse,28,330,63,host_1300,0
17076,London,Chinatown,40.148068533875204,-65.9398265209143,522,Entire home/apt,Apartment,8,666,92,host_1877,1
17077,Berlin,Old Town,43.35925461473757,-71.71682681586728,305,Hotel room,Bed & Breakfast,23,638,60,host_708,1
17078,Berlin,Old Town,51.002285468940144,106.60823723447791,782,Entire home/apt,Apartment,16,838,95,host_430,1
17079,Toronto,Suburb,40.247295345079955,-31.178282000274862,263,Entire home/apt,House,15,330,58,host_677,1
17080,London,Uptown,34.55841362509058,57.408774481788726,235,Entire home/apt,Bed & Breakfast,15,508,83,host_724,0
17081,Berlin,Old Town,40.522558900038526,-82.52691981213408,337,Entire home/apt,Bed & Breakfast,5,837,86,host_67,1
17082,San Francisco,Financial District,48.7100371742206,96.27367168421847,54,Entire home/apt,Townhouse,10,759,59,host_772,1
17083,Tokyo,Beachside,40.12265079865132,140.2428622165196,445,Shared room,Apartment,24,373,64,host_1863,0
17084,London,Historic District,39.251152070615376,143.2036596923316,614,Entire home/apt,House,7,933,58,host_1505,0
17085,Sydney,Financial District,50.541912540019226,18.728401101747664,722,Entire home/apt,Bed & Breakfast,17,227,68,host_1102,1
17086,San Francisco,Beachside,39.35012700750336,-58.193604136134695,984,Entire home/apt,Townhouse,1,995,98,host_476,1
17087,Toronto,Historic District,51.4647103105682,-85.22253469487435,585,Entire home/apt,House,26,72,76,host_1423,0
17088,Tokyo,Old Town,48.987443327754974,-56.42324886466429,701,Entire home/apt,Bed & Breakfast,8,789,83,host_1771,1
17089,Sydney,Uptown,46.31649854152076,46.94906873301187,141,Entire home/apt,Apartment,13,467,92,host_890,1
17090,Toronto,Beachside,44.76987292143196,-4.133715472467429,626,Entire home/apt,Apartment,13,996,69,host_725,0
17091,Sydney,Financial District,38.0460504354233,7.286172370912823,525,Entire home/apt,Condominium,19,345,74,host_104,1
17092,Toronto,Historic District,47.147171861952515,6.428768025419373,927,Entire home/apt,Apartment,12,530,62,host_1729,1
17093,Sydney,Historic District,40.248486338583135,94.19772079604326,159,Entire home/apt,Apartment,9,236,96,host_1203,1
17094,Tokyo,Financial District,42.74155888302991,104.62061965966569,945,Private room,Townhouse,12,191,83,host_240,1
17095,San Francisco,Old Town,35.8732380770433,-120.1630346701099,604,Entire home/apt,Apartment,24,811,51,host_584,0
17096,Sydney,Old Town,39.33077397893307,128.5108462336813,787,Entire home/apt,Townhouse,18,520,66,host_1735,0
17097,Sydney,Old Town,43.52415042240111,-17.182702927117703,754,Entire home/apt,Apartment,14,727,59,host_146,0
17098,Paris,Chinatown,42.42474364448232,-57.77548273308045,854,Entire home/apt,House,28,225,53,host_1798,1
17099,London,Beachside,40.18323679182861,149.9045608562539,942,Entire home/apt,Townhouse,15,664,79,host_150,0
17100,Tokyo,Downtown,42.49473919282953,-90.3048797011811,92,Entire home/apt,House,4,773,79,host_1165,1
17101,Toronto,Chinatown,47.40867041387745,-35.71129285852906,194,Private room,Condominium,14,416,72,host_1719,1
17102,Tokyo,Uptown,42.26786015532416,125.45268084270643,41,Entire home/apt,House,8,287,89,host_1755,0
17103,Berlin,Chinatown,43.110816491039785,6.798758573346021,888,Entire home/apt,Apartment,13,292,88,host_1711,0
17104,Toronto,Financial District,46.62062946178797,130.59715562240385,264,Entire home/apt,Apartment,5,253,59,host_677,0
17105,Tokyo,Chinatown,49.14906645693483,-57.583634327285324,484,Entire home/apt,House,20,977,84,host_853,0
17106,San Francisco,Suburb,43.48354800143233,-11.96001197688922,994,Private room,Bed & Breakfast,17,55,66,host_357,0
17107,Toronto,Uptown,51.06716107148503,-109.79549809419241,850,Private room,Townhouse,26,864,78,host_1606,1
17108,Toronto,Historic District,40.362053982843925,0.9238134056930392,216,Entire home/apt,House,5,599,60,host_1327,0
17109,Tokyo,Uptown,38.545989664983516,-123.86361495281419,397,Private room,Bed & Breakfast,6,542,65,host_1970,1
17110,Toronto,Uptown,46.47561762739743,-36.85768935567357,246,Entire home/apt,House,22,233,76,host_807,1
17111,Paris,Chinatown,37.16349525950432,72.65619744564628,730,Entire home/apt,Bed & Breakfast,5,489,85,host_873,0
17112,London,Uptown,50.199421344937235,75.14062903821107,779,Entire home/apt,Bed & Breakfast,15,926,71,host_647,0
17113,Toronto,Beachside,40.9583352915217,-6.358538778611518,701,Entire home/apt,Loft,20,101,60,host_1610,0
17114,London,Suburb,46.56667578591822,-120.43624592052257,562,Entire home/apt,Condominium,14,874,76,host_1957,0
17115,Tokyo,Old Town,44.263303404818885,-87.97530113594382,962,Entire home/apt,Townhouse,2,560,57,host_1344,1
17116,Sydney,Chinatown,34.97903546000398,-57.43096636777844,968,Entire home/apt,House,9,41,75,host_22,0
17117,New York,Old Town,46.76341673223336,-119.47451418286536,424,Entire home/apt,Loft,25,598,98,host_333,1
17118,New York,Old Town,48.22008514366774,-64.31949254149416,279,Entire home/apt,Townhouse,5,526,52,host_297,1
17119,Sydney,Historic District,51.684503754331715,19.990477883857466,849,Shared room,Condominium,19,234,76,host_383,0
17120,Sydney,Chinatown,41.49029799584895,-89.42648178411193,63,Entire home/apt,Townhouse,9,711,89,host_969,1
17121,Sydney,Beachside,43.05276822317471,114.22827661420939,597,Private room,Loft,17,881,91,host_313,0
17122,San Francisco,Historic District,49.74761205945681,-107.50531571153863,236,Entire home/apt,Bed & Breakfast,17,177,67,host_217,0
17123,New York,Chinatown,38.845551634310496,89.36317526276105,140,Entire home/apt,Townhouse,16,574,93,host_1213,1
17124,Sydney,Uptown,37.40456738907768,-1.2697625128273557,689,Entire home/apt,House,2,284,80,host_381,0
17125,San Francisco,Historic District,36.39238491554748,44.53302031109584,785,Entire home/apt,Apartment,15,138,57,host_1807,0
17126,Berlin,Suburb,51.608539837307035,8.952409850968536,929,Private room,Bed & Breakfast,18,900,84,host_1360,1
17127,Toronto,Chinatown,38.86646623976627,-6.246396736414496,153,Private room,Loft,15,354,65,host_1324,0
17128,San Francisco,Old Town,47.633100996913036,63.092434310488954,725,Entire home/apt,Bed & Breakfast,13,30,91,host_1660,0
17129,New York,Chinatown,42.09400878061908,-61.540115027133595,467,Shared room,House,22,773,62,host_907,1
17130,Tokyo,Suburb,38.330356744682696,9.861563502688512,632,Entire home/apt,Townhouse,25,507,94,host_1062,0
17131,Berlin,Downtown,50.44000839292551,98.02586405556505,816,Entire home/apt,Condominium,9,443,79,host_1744,0
17132,New York,Beachside,42.348535031376024,-81.33583206408954,311,Hotel room,Condominium,21,165,66,host_249,0
17133,Toronto,Old Town,44.18719708874376,-98.49906619186476,603,Entire home/apt,Bed & Breakfast,11,472,74,host_497,0
17134,San Francisco,Downtown,38.00488270343245,41.99374825957412,674,Entire home/apt,House,20,314,85,host_264,1
17135,Paris,Downtown,39.83474162796784,140.98436661272422,326,Entire home/apt,Loft,26,75,64,host_1311,1
17136,London,Historic District,47.45837597026667,-5.966876691601044,400,Entire home/apt,Apartment,21,989,88,host_1751,1
17137,Toronto,Financial District,40.17480590795175,100.02229592590612,378,Entire home/apt,House,14,962,96,host_1739,1
17138,New York,Suburb,43.107253900282224,5.3146036901794105,67,Private room,Bed & Breakfast,29,74,84,host_69,0
17139,Sydney,Historic District,36.05839858924724,-59.47028474069157,996,Entire home/apt,Condominium,29,70,70,host_1547,0
17140,San Francisco,Historic District,49.301196309761984,9.3934933772249,693,Private room,House,9,889,82,host_1985,1
17141,Sydney,Beachside,47.27646936533103,-2.480658514762723,574,Private room,Condominium,11,19,97,host_1945,1
17142,Sydney,Chinatown,47.69340737184461,-54.59729080156187,367,Entire home/apt,Condominium,10,900,78,host_881,0
17143,Sydney,Downtown,37.207333565116926,-26.88882476746184,394,Private room,Condominium,18,803,65,host_1435,1
17144,Sydney,Financial District,42.912810749751976,-16.174135032824452,464,Entire home/apt,Loft,11,803,82,host_1958,1
17145,Sydney,Uptown,34.495743015834606,112.30491942589543,911,Entire home/apt,Townhouse,19,70,73,host_147,1
17146,Berlin,Chinatown,39.67160340036771,-39.442385881380204,970,Entire home/apt,Townhouse,2,758,88,host_1300,1
17147,New York,Beachside,40.264351373804665,130.41672540846355,218,Private room,Townhouse,14,770,55,host_782,1
17148,Toronto,Old Town,50.44642312366149,-120.28929971861926,947,Entire home/apt,Apartment,15,90,84,host_1273,1
17149,New York,Chinatown,51.87009038076488,-88.69135543988122,752,Entire home/apt,Condominium,11,6,56,host_397,0
17150,Toronto,Historic District,45.11942622789711,-116.55321123654397,570,Entire home/apt,Loft,1,778,68,host_1935,1
17151,London,Suburb,43.30183751895984,87.11081166529203,247,Entire home/apt,House,23,135,80,host_1939,0
17152,San Francisco,Financial District,41.921600816888905,-89.74814514347914,851,Entire home/apt,Bed & Breakfast,1,756,70,host_1415,0
17153,Paris,Historic District,34.32933227292852,33.871523926941904,955,Entire home/apt,Apartment,26,794,98,host_1156,0
17154,Berlin,Suburb,48.402097832371496,89.91812946316634,321,Private room,Bed & Breakfast,16,992,90,host_1384,0
17155,San Francisco,Old Town,46.0928651940454,10.574017571298441,464,Entire home/apt,Loft,4,121,64,host_1389,0
17156,Berlin,Old Town,45.68714350348132,-97.0682319984128,271,Entire home/apt,Loft,19,976,93,host_664,0
17157,Toronto,Old Town,48.562781002573004,106.2971774324765,853,Entire home/apt,Condominium,18,446,56,host_235,1
17158,New York,Financial District,50.7049756287239,-67.28884156716407,587,Hotel room,Loft,11,247,100,host_1914,0
17159,Sydney,Financial District,41.01154034025987,-98.03199960015567,937,Shared room,Bed & Breakfast,11,444,70,host_1937,0
17160,London,Suburb,41.67525214267861,87.07181107877273,945,Entire home/apt,House,11,281,61,host_220,0
17161,London,Historic District,51.55250182294901,-116.32658031422841,567,Private room,Townhouse,15,155,75,host_1807,1
17162,Tokyo,Beachside,45.95964731865727,45.89110104404486,463,Entire home/apt,Loft,29,272,80,host_518,0
17163,Paris,Financial District,49.324319272701004,-8.394863388769593,822,Entire home/apt,Condominium,24,943,69,host_1462,0
17164,London,Beachside,37.98825169486796,-4.539989389329136,819,Private room,Bed & Breakfast,18,888,86,host_29,0
17165,Sydney,Financial District,39.70735343792718,97.21926509102789,961,Entire home/apt,Bed & Breakfast,9,840,84,host_1532,0
17166,New York,Chinatown,41.048894089514725,-111.15856392966944,743,Entire home/apt,House,28,440,68,host_1630,0
17167,Paris,Downtown,39.704796029819214,79.9531744015394,785,Entire home/apt,Condominium,9,41,98,host_1912,0
17168,Toronto,Downtown,49.91644625362959,70.00861790447394,677,Entire home/apt,Loft,21,882,99,host_1081,0
17169,San Francisco,Uptown,43.20718352546557,120.56411436635975,615,Entire home/apt,Bed & Breakfast,18,45,79,host_106,1
17170,Toronto,Suburb,51.165647911650495,34.71858310538977,821,Shared room,Bed & Breakfast,14,509,68,host_1437,0
17171,Sydney,Old Town,39.78380399587229,-79.97328812514507,569,Entire home/apt,Townhouse,28,708,77,host_452,1
17172,Sydney,Beachside,34.67040334474178,-111.21565173831652,572,Private room,House,27,980,77,host_1089,0
17173,London,Financial District,36.48510555430048,-2.445944874094593,706,Hotel room,Bed & Breakfast,9,632,51,host_1557,1
17174,Paris,Chinatown,37.90726778706685,74.05711946057991,488,Entire home/apt,Bed & Breakfast,14,724,84,host_1156,1
17175,New York,Beachside,45.51945461410631,-112.36603143437462,711,Entire home/apt,House,20,553,78,host_1256,0
17176,Toronto,Suburb,37.259582140499624,-55.73224742868227,825,Entire home/apt,House,25,283,75,host_1203,1
17177,Tokyo,Historic District,40.86697343119251,87.96625303971572,706,Private room,Condominium,21,793,75,host_177,0
17178,Toronto,Uptown,48.316962834439266,-60.632847048174995,606,Entire home/apt,Bed & Breakfast,20,396,64,host_954,0
17179,Berlin,Historic District,36.24566227230495,-19.19122750958087,385,Private room,House,22,360,100,host_420,0
17180,Berlin,Beachside,35.448642489422404,81.40125114845173,65,Entire home/apt,Townhouse,29,476,75,host_457,1
17181,New York,Downtown,43.71946413480513,-5.632769316590114,264,Private room,Loft,23,980,72,host_92,0
17182,New York,Chinatown,46.56524234764923,88.12069870340892,402,Entire home/apt,House,4,853,81,host_1047,0
17183,Berlin,Downtown,50.39715738929333,-49.687968404885964,169,Entire home/apt,Condominium,1,589,71,host_1717,0
17184,Tokyo,Historic District,45.91558011333795,139.4682989818662,312,Entire home/apt,Townhouse,23,13,63,host_977,1
17185,Paris,Chinatown,51.03121980000883,-98.2025418357773,168,Private room,Condominium,25,865,92,host_219,0
17186,Berlin,Historic District,38.40146877307611,82.65082628826343,896,Shared room,Bed & Breakfast,17,448,93,host_1361,1
17187,New York,Old Town,40.15278283003311,-103.59858630008782,594,Shared room,Bed & Breakfast,18,441,73,host_1591,0
17188,London,Historic District,49.107574211961875,108.40801387987872,431,Private room,House,18,841,85,host_939,1
17189,San Francisco,Chinatown,48.5989687679071,-86.46225696151177,723,Entire home/apt,Condominium,19,386,90,host_1394,0
17190,Tokyo,Financial District,45.96802646506343,37.2784627651192,728,Entire home/apt,Townhouse,22,988,74,host_149,1
17191,Sydney,Old Town,43.108437505807444,-32.2691375963946,863,Entire home/apt,Townhouse,12,422,99,host_972,1
17192,Tokyo,Suburb,34.318805071608686,42.30011057993303,590,Entire home/apt,House,3,166,73,host_1359,0
17193,London,Historic District,39.047991233268384,-110.84925858908767,92,Shared room,Apartment,19,3,76,host_1889,1
17194,London,Downtown,36.850075099711916,118.37089059170978,714,Private room,Townhouse,9,221,100,host_1609,0
17195,Sydney,Chinatown,34.92114670147836,72.40737348420157,402,Hotel room,Apartment,29,532,86,host_520,1
17196,Toronto,Chinatown,47.96943494639697,-28.93994373655626,357,Entire home/apt,House,3,347,50,host_1837,1
17197,New York,Uptown,36.36361784956772,5.397156708036306,194,Entire home/apt,Loft,8,339,94,host_505,1
17198,Berlin,Downtown,40.43343207007957,48.20776331130111,298,Private room,Apartment,11,951,73,host_1441,1
17199,Toronto,Suburb,51.594223794359706,45.89638073590237,126,Private room,Bed & Breakfast,2,155,65,host_366,0
17200,Paris,Old Town,41.364761656731744,51.92736921149563,75,Private room,Bed & Breakfast,10,771,82,host_1866,0
17201,Tokyo,Suburb,36.54711500597067,-81.39471439468592,993,Entire home/apt,House,19,833,80,host_1705,0
17202,Sydney,Uptown,46.415722776118244,94.12460416132126,630,Entire home/apt,Townhouse,27,523,88,host_99,1
17203,Tokyo,Suburb,48.57895074380275,2.4247503198385374,501,Entire home/apt,Apartment,7,763,100,host_798,0
17204,Toronto,Historic District,39.024712547298996,96.06428163636633,125,Private room,Bed & Breakfast,21,272,70,host_1336,1
